performance_id,student_id,subject,assessment_type,assessment_date,marks_obtained,total_marks,percentage,grade_letter
4228,1304,English,Assignment,2025-08-20,80,100,80,B
4229,1305,English,Quiz,2025-08-20,69,100,69,D
4230,1306,English,Project,2025-08-20,81,100,81,B
4231,1307,English,Test,2025-08-20,56,100,56,D
4232,1308,English,Test,2025-08-20,75,100,75,C
4233,1309,English,Project,2025-08-20,82,100,82,B
4234,1311,English,Test,2025-08-20,88,100,88,B
4235,1313,English,Project,2025-08-20,68,100,68,D
4236,1314,English,Test,2025-08-20,69,100,69,D
4237,1315,English,Test,2025-08-20,73,100,73,C
4238,1316,English,Assignment,2025-08-20,58,100,58,D
4239,1317,English,Project,2025-08-20,78,100,78,C
4240,1318,English,Assignment,2025-08-20,81,100,81,B
4241,1319,English,Assignment,2025-08-20,66,100,66,D
4242,1320,English,Quiz,2025-08-20,80,100,80,B
4243,1322,English,Project,2025-08-20,81,100,81,B
4244,1323,English,Assignment,2025-08-20,64,100,64,D
4245,1324,English,Quiz,2025-08-20,83,100,83,B
4246,1325,English,Quiz,2025-08-20,73,100,73,C
4247,1326,English,Quiz,2025-08-20,80,100,80,B
4248,1327,English,Test,2025-08-20,79,100,79,C
4249,1328,English,Project,2025-08-20,82,100,82,B
4250,1329,English,Project,2025-08-20,60,100,60,D
4251,1330,English,Project,2025-08-20,60,100,60,D
4252,1303,Social Studies,Assignment,2025-08-27,66,100,66,D
4253,1304,Social Studies,Assignment,2025-08-27,66,100,66,D
4254,1305,Social Studies,Quiz,2025-08-27,79,100,79,C
4255,1306,Social Studies,Test,2025-08-27,76,100,76,C
4256,1307,Social Studies,Assignment,2025-08-27,56,100,56,D
4257,1308,Social Studies,Assignment,2025-08-27,88,100,88,B
4258,1309,Social Studies,Project,2025-08-27,57,100,57,D
4259,1310,Social Studies,Quiz,2025-08-27,70,100,70,C
4260,1311,Social Studies,Test,2025-08-27,87,100,87,B
4261,1312,Social Studies,Assignment,2025-08-27,88,100,88,B
4262,1313,Social Studies,Assignment,2025-08-27,72,100,72,C
4263,1314,Social Studies,Test,2025-08-27,88,100,88,B
4264,1315,Social Studies,Project,2025-08-27,69,100,69,D
4265,1316,Social Studies,Project,2025-08-27,89,100,89,B
4266,1317,Social Studies,Test,2025-08-27,59,100,59,D
4267,1318,Social Studies,Assignment,2025-08-27,89,100,89,B
4268,1319,Social Studies,Test,2025-08-27,63,100,63,D
4269,1320,Social Studies,Test,2025-08-27,89,100,89,B
4270,1321,Social Studies,Test,2025-08-27,62,100,62,D
4271,1322,Social Studies,Assignment,2025-08-27,90,100,90,A
4272,1323,Social Studies,Quiz,2025-08-27,72,100,72,C
4273,1324,Social Studies,Assignment,2025-08-27,59,100,59,D
4274,1325,Social Studies,Test,2025-08-27,66,100,66,D
4275,1326,Social Studies,Assignment,2025-08-27,81,100,81,B
4276,1328,Social Studies,Quiz,2025-08-27,73,100,73,C
4277,1329,Social Studies,Test,2025-08-27,85,100,85,B
4278,1330,Social Studies,Assignment,2025-08-27,89,100,89,B
4279,1304,Social Studies,Assignment,2025-08-19,58,100,58,D
4280,1305,Social Studies,Assignment,2025-08-19,71,100,71,C
4281,1306,Social Studies,Project,2025-08-19,81,100,81,B
4282,1308,Social Studies,Assignment,2025-08-19,93,100,93,A
4283,1309,Social Studies,Test,2025-08-19,60,100,60,D
4284,1310,Social Studies,Quiz,2025-08-19,73,100,73,C
4285,1311,Social Studies,Quiz,2025-08-19,65,100,65,D
4286,1312,Social Studies,Assignment,2025-08-19,90,100,90,A
4287,1313,Social Studies,Assignment,2025-08-19,77,100,77,C
4288,1314,Social Studies,Quiz,2025-08-19,59,100,59,D
4289,1315,Social Studies,Test,2025-08-19,81,100,81,B
4290,1317,Social Studies,Test,2025-08-19,63,100,63,D
4291,1318,Social Studies,Assignment,2025-08-19,67,100,67,D
4292,1320,Social Studies,Quiz,2025-08-19,72,100,72,C
4293,1321,Social Studies,Project,2025-08-19,85,100,85,B
4294,1323,Social Studies,Project,2025-08-19,66,100,66,D
4295,1324,Social Studies,Project,2025-08-19,70,100,70,C
4296,1325,Social Studies,Test,2025-08-19,63,100,63,D
4297,1326,Social Studies,Project,2025-08-19,60,100,60,D
4298,1327,Social Studies,Test,2025-08-19,80,100,80,B
4299,1328,Social Studies,Project,2025-08-19,77,100,77,C
4300,1329,Social Studies,Project,2025-08-19,60,100,60,D
4301,1330,Social Studies,Project,2025-08-19,60,100,60,D
4302,1303,Hindi,Assignment,2025-08-10,58,100,58,D
4303,1304,Hindi,Quiz,2025-08-10,82,100,82,B
4304,1305,Hindi,Quiz,2025-08-10,85,100,85,B
4305,1306,Hindi,Project,2025-08-10,67,100,67,D
4306,1307,Hindi,Quiz,2025-08-10,85,100,85,B
4307,1308,Hindi,Test,2025-08-10,92,100,92,A
4308,1309,Hindi,Assignment,2025-08-10,79,100,79,C
4309,1310,Hindi,Quiz,2025-08-10,64,100,64,D
4310,1311,Hindi,Assignment,2025-08-10,81,100,81,B
4311,1313,Hindi,Test,2025-08-10,68,100,68,D
4312,1314,Hindi,Project,2025-08-10,64,100,64,D
4313,1315,Hindi,Project,2025-08-10,82,100,82,B
4314,1316,Hindi,Assignment,2025-08-10,64,100,64,D
4315,1317,Hindi,Project,2025-08-10,76,100,76,C
4316,1318,Hindi,Test,2025-08-10,93,100,93,A
4317,1320,Hindi,Project,2025-08-10,62,100,62,D
4318,1321,Hindi,Test,2025-08-10,70,100,70,C
4319,1323,Hindi,Project,2025-08-10,73,100,73,C
4320,1324,Hindi,Assignment,2025-08-10,74,100,74,C
4321,1325,Hindi,Quiz,2025-08-10,73,100,73,C
4322,1326,Hindi,Assignment,2025-08-10,68,100,68,D
4323,1328,Hindi,Project,2025-08-10,72,100,72,C
4324,1329,Hindi,Quiz,2025-08-10,83,100,83,B
4325,1330,Hindi,Project,2025-08-10,78,100,78,C
4326,1303,Hindi,Assignment,2025-08-23,61,100,61,D
4327,1305,Hindi,Project,2025-08-23,78,100,78,C
4328,1306,Hindi,Assignment,2025-08-23,80,100,80,B
4329,1307,Hindi,Assignment,2025-08-23,80,100,80,B
4330,1308,Hindi,Assignment,2025-08-23,63,100,63,D
4331,1310,Hindi,Quiz,2025-08-23,80,100,80,B
4332,1311,Hindi,Assignment,2025-08-23,75,100,75,C
4333,1312,Hindi,Project,2025-08-23,86,100,86,B
4334,1314,Hindi,Assignment,2025-08-23,68,100,68,D
4335,1315,Hindi,Assignment,2025-08-23,66,100,66,D
4336,1316,Hindi,Assignment,2025-08-23,64,100,64,D
4337,1317,Hindi,Assignment,2025-08-23,73,100,73,C
4338,1318,Hindi,Quiz,2025-08-23,68,100,68,D
4339,1319,Hindi,Assignment,2025-08-23,79,100,79,C
4340,1320,Hindi,Project,2025-08-23,91,100,91,A
4341,1321,Hindi,Assignment,2025-08-23,90,100,90,A
4342,1322,Hindi,Test,2025-08-23,75,100,75,C
4343,1323,Hindi,Assignment,2025-08-23,56,100,56,D
4344,1324,Hindi,Quiz,2025-08-23,73,100,73,C
4345,1325,Hindi,Assignment,2025-08-23,82,100,82,B
4346,1326,Hindi,Project,2025-08-23,81,100,81,B
4347,1328,Hindi,Test,2025-08-23,83,100,83,B
4348,1329,Hindi,Project,2025-08-23,61,100,61,D
4349,1330,Hindi,Assignment,2025-08-23,84,100,84,B
4350,1303,Hindi,Project,2025-08-15,62,100,62,D
4351,1305,Hindi,Test,2025-08-15,56,100,56,D
4352,1307,Hindi,Assignment,2025-08-15,65,100,65,D
4353,1308,Hindi,Test,2025-08-15,84,100,84,B
4354,1309,Hindi,Assignment,2025-08-15,61,100,61,D
4355,1310,Hindi,Assignment,2025-08-15,75,100,75,C
4356,1311,Hindi,Assignment,2025-08-15,85,100,85,B
4357,1312,Hindi,Project,2025-08-15,82,100,82,B
4358,1313,Hindi,Project,2025-08-15,84,100,84,B
4359,1315,Hindi,Quiz,2025-08-15,91,100,91,A
4360,1316,Hindi,Project,2025-08-15,87,100,87,B
4361,1318,Hindi,Quiz,2025-08-15,85,100,85,B
4362,1320,Hindi,Project,2025-08-15,85,100,85,B
4363,1321,Hindi,Project,2025-08-15,86,100,86,B
4364,1322,Hindi,Project,2025-08-15,69,100,69,D
4365,1323,Hindi,Assignment,2025-08-15,58,100,58,D
4366,1324,Hindi,Quiz,2025-08-15,63,100,63,D
4367,1325,Hindi,Test,2025-08-15,83,100,83,B
4368,1326,Hindi,Assignment,2025-08-15,85,100,85,B
4369,1328,Hindi,Test,2025-08-15,83,100,83,B
4370,1329,Hindi,Assignment,2025-08-15,67,100,67,D
4371,1303,Computer Science,Test,2025-08-29,82,100,82,B
4372,1304,Computer Science,Quiz,2025-08-29,82,100,82,B
4373,1305,Computer Science,Quiz,2025-08-29,57,100,57,D
4374,1306,Computer Science,Assignment,2025-08-29,92,100,92,A
4375,1307,Computer Science,Quiz,2025-08-29,82,100,82,B
4376,1310,Computer Science,Assignment,2025-08-29,76,100,76,C
4377,1311,Computer Science,Quiz,2025-08-29,58,100,58,D
4378,1312,Computer Science,Test,2025-08-29,92,100,92,A
4379,1314,Computer Science,Project,2025-08-29,75,100,75,C
4380,1315,Computer Science,Project,2025-08-29,81,100,81,B
4381,1316,Computer Science,Quiz,2025-08-29,88,100,88,B
4382,1317,Computer Science,Assignment,2025-08-29,55,100,55,D
4383,1318,Computer Science,Project,2025-08-29,83,100,83,B
4384,1320,Computer Science,Quiz,2025-08-29,69,100,69,D
4385,1321,Computer Science,Project,2025-08-29,76,100,76,C
4386,1322,Computer Science,Assignment,2025-08-29,87,100,87,B
4387,1323,Computer Science,Test,2025-08-29,75,100,75,C
4388,1324,Computer Science,Quiz,2025-08-29,64,100,64,D
4389,1325,Computer Science,Project,2025-08-29,83,100,83,B
4390,1326,Computer Science,Assignment,2025-08-29,89,100,89,B
4391,1327,Computer Science,Project,2025-08-29,62,100,62,D
4392,1328,Computer Science,Quiz,2025-08-29,59,100,59,D
4393,1329,Computer Science,Test,2025-08-29,57,100,57,D
4394,1303,Computer Science,Assignment,2025-08-31,80,100,80,B
4395,1304,Computer Science,Quiz,2025-08-31,68,100,68,D
4396,1306,Computer Science,Assignment,2025-08-31,84,100,84,B
4397,1307,Computer Science,Quiz,2025-08-31,83,100,83,B
4398,1309,Computer Science,Quiz,2025-08-31,90,100,90,A
4399,1310,Computer Science,Test,2025-08-31,80,100,80,B
4400,1311,Computer Science,Assignment,2025-08-31,84,100,84,B
4401,1312,Computer Science,Quiz,2025-08-31,73,100,73,C
4402,1313,Computer Science,Test,2025-08-31,79,100,79,C
4403,1315,Computer Science,Quiz,2025-08-31,81,100,81,B
4404,1316,Computer Science,Assignment,2025-08-31,64,100,64,D
4405,1317,Computer Science,Quiz,2025-08-31,75,100,75,C
4406,1318,Computer Science,Assignment,2025-08-31,85,100,85,B
4407,1319,Computer Science,Test,2025-08-31,67,100,67,D
4408,1321,Computer Science,Assignment,2025-08-31,59,100,59,D
4409,1322,Computer Science,Test,2025-08-31,58,100,58,D
4410,1323,Computer Science,Project,2025-08-31,56,100,56,D
4411,1324,Computer Science,Test,2025-08-31,80,100,80,B
4412,1325,Computer Science,Assignment,2025-08-31,75,100,75,C
4413,1326,Computer Science,Quiz,2025-08-31,77,100,77,C
4414,1327,Computer Science,Quiz,2025-08-31,79,100,79,C
4415,1328,Computer Science,Test,2025-08-31,89,100,89,B
4416,1329,Computer Science,Project,2025-08-31,84,100,84,B
4417,1330,Computer Science,Project,2025-08-31,85,100,85,B
4418,1303,Computer Science,Quiz,2025-08-29,75,100,75,C
4419,1304,Computer Science,Project,2025-08-29,85,100,85,B
4420,1305,Computer Science,Quiz,2025-08-29,78,100,78,C
4421,1306,Computer Science,Test,2025-08-29,82,100,82,B
4422,1307,Computer Science,Test,2025-08-29,65,100,65,D
4423,1308,Computer Science,Project,2025-08-29,70,100,70,C
4424,1309,Computer Science,Assignment,2025-08-29,85,100,85,B
4425,1310,Computer Science,Test,2025-08-29,69,100,69,D
4426,1311,Computer Science,Project,2025-08-29,82,100,82,B
4427,1312,Computer Science,Quiz,2025-08-29,90,100,90,A
4428,1314,Computer Science,Assignment,2025-08-29,82,100,82,B
4429,1315,Computer Science,Quiz,2025-08-29,79,100,79,C
4430,1316,Computer Science,Test,2025-08-29,71,100,71,C
4431,1318,Computer Science,Project,2025-08-29,60,100,60,D
4432,1319,Computer Science,Quiz,2025-08-29,88,100,88,B
4433,1320,Computer Science,Test,2025-08-29,87,100,87,B
4434,1321,Computer Science,Test,2025-08-29,61,100,61,D
4435,1322,Computer Science,Quiz,2025-08-29,64,100,64,D
4436,1323,Computer Science,Project,2025-08-29,88,100,88,B
4437,1324,Computer Science,Test,2025-08-29,78,100,78,C
4438,1325,Computer Science,Quiz,2025-08-29,66,100,66,D
4439,1326,Computer Science,Assignment,2025-08-29,87,100,87,B
4440,1327,Computer Science,Assignment,2025-08-29,80,100,80,B
4441,1329,Computer Science,Test,2025-08-29,63,100,63,D
4442,1330,Computer Science,Quiz,2025-08-29,78,100,78,C
4443,1331,Mathematics,Quiz,2025-08-08,64,100,64,D
4444,1332,Mathematics,Test,2025-08-08,76,100,76,C
4445,1333,Mathematics,Test,2025-08-08,75,100,75,C
4446,1334,Mathematics,Project,2025-08-08,74,100,74,C
4447,1335,Mathematics,Quiz,2025-08-08,74,100,74,C
4448,1336,Mathematics,Assignment,2025-08-08,83,100,83,B
4449,1339,Mathematics,Test,2025-08-08,66,100,66,D
4450,1340,Mathematics,Assignment,2025-08-08,86,100,86,B
4451,1341,Mathematics,Assignment,2025-08-08,76,100,76,C
4452,1342,Mathematics,Test,2025-08-08,69,100,69,D
4453,1343,Mathematics,Quiz,2025-08-08,77,100,77,C
4454,1344,Mathematics,Quiz,2025-08-08,66,100,66,D
4455,1345,Mathematics,Test,2025-08-08,84,100,84,B
4456,1346,Mathematics,Quiz,2025-08-08,81,100,81,B
4457,1347,Mathematics,Test,2025-08-08,62,100,62,D
4458,1348,Mathematics,Assignment,2025-08-08,61,100,61,D
4459,1349,Mathematics,Quiz,2025-08-08,86,100,86,B
4460,1350,Mathematics,Test,2025-08-08,64,100,64,D
4461,1351,Mathematics,Project,2025-08-08,90,100,90,A
4462,1352,Mathematics,Test,2025-08-08,66,100,66,D
4463,1354,Mathematics,Project,2025-08-08,58,100,58,D
4464,1355,Mathematics,Assignment,2025-08-08,72,100,72,C
4465,1356,Mathematics,Test,2025-08-08,81,100,81,B
4466,1331,Mathematics,Test,2025-08-25,87,100,87,B
4467,1332,Mathematics,Test,2025-08-25,83,100,83,B
4468,1333,Mathematics,Assignment,2025-08-25,75,100,75,C
4469,1334,Mathematics,Quiz,2025-08-25,90,100,90,A
4470,1335,Mathematics,Assignment,2025-08-25,63,100,63,D
4471,1336,Mathematics,Test,2025-08-25,63,100,63,D
4472,1337,Mathematics,Assignment,2025-08-25,66,100,66,D
4473,1338,Mathematics,Assignment,2025-08-25,80,100,80,B
4474,1339,Mathematics,Test,2025-08-25,84,100,84,B
4475,1340,Mathematics,Test,2025-08-25,59,100,59,D
4476,1341,Mathematics,Quiz,2025-08-25,77,100,77,C
4477,1342,Mathematics,Assignment,2025-08-25,67,100,67,D
4478,1343,Mathematics,Test,2025-08-25,58,100,58,D
4479,1344,Mathematics,Test,2025-08-25,68,100,68,D
4480,1345,Mathematics,Project,2025-08-25,61,100,61,D
4481,1346,Mathematics,Test,2025-08-25,65,100,65,D
4482,1347,Mathematics,Quiz,2025-08-25,74,100,74,C
4483,1348,Mathematics,Quiz,2025-08-25,74,100,74,C
4484,1349,Mathematics,Test,2025-08-25,91,100,91,A
4485,1350,Mathematics,Test,2025-08-25,87,100,87,B
4486,1351,Mathematics,Test,2025-08-25,86,100,86,B
4487,1352,Mathematics,Assignment,2025-08-25,86,100,86,B
4488,1353,Mathematics,Assignment,2025-08-25,87,100,87,B
4489,1355,Mathematics,Project,2025-08-25,61,100,61,D
4490,1356,Mathematics,Assignment,2025-08-25,72,100,72,C
4491,1331,Science,Quiz,2025-08-19,57,100,57,D
4492,1332,Science,Assignment,2025-08-19,83,100,83,B
4493,1333,Science,Test,2025-08-19,77,100,77,C
4494,1334,Science,Quiz,2025-08-19,86,100,86,B
4495,1335,Science,Project,2025-08-19,87,100,87,B
4496,1336,Science,Quiz,2025-08-19,73,100,73,C
4497,1337,Science,Project,2025-08-19,86,100,86,B
4498,1338,Science,Test,2025-08-19,61,100,61,D
4499,1339,Science,Project,2025-08-19,83,100,83,B
4500,1340,Science,Quiz,2025-08-19,76,100,76,C
4501,1341,Science,Project,2025-08-19,81,100,81,B
4502,1342,Science,Test,2025-08-19,67,100,67,D
4503,1343,Science,Quiz,2025-08-19,72,100,72,C
4504,1344,Science,Project,2025-08-19,89,100,89,B
4505,1345,Science,Quiz,2025-08-19,60,100,60,D
4506,1346,Science,Quiz,2025-08-19,67,100,67,D
4507,1347,Science,Assignment,2025-08-19,58,100,58,D
4508,1348,Science,Test,2025-08-19,79,100,79,C
4509,1349,Science,Project,2025-08-19,85,100,85,B
4510,1350,Science,Quiz,2025-08-19,82,100,82,B
4511,1351,Science,Test,2025-08-19,85,100,85,B
4512,1352,Science,Project,2025-08-19,75,100,75,C
4513,1353,Science,Assignment,2025-08-19,85,100,85,B
4514,1354,Science,Quiz,2025-08-19,85,100,85,B
4515,1355,Science,Test,2025-08-19,85,100,85,B
4516,1356,Science,Project,2025-08-19,66,100,66,D
4517,1331,Science,Quiz,2025-08-20,64,100,64,D
4518,1332,Science,Assignment,2025-08-20,62,100,62,D
4519,1333,Science,Assignment,2025-08-20,92,100,92,A
4520,1334,Science,Assignment,2025-08-20,75,100,75,C
4521,1335,Science,Quiz,2025-08-20,70,100,70,C
4522,1336,Science,Project,2025-08-20,63,100,63,D
4523,1337,Science,Assignment,2025-08-20,59,100,59,D
4524,1338,Science,Quiz,2025-08-20,63,100,63,D
4525,1339,Science,Project,2025-08-20,72,100,72,C
4526,1340,Science,Project,2025-08-20,79,100,79,C
4527,1341,Science,Test,2025-08-20,70,100,70,C
4528,1342,Science,Assignment,2025-08-20,81,100,81,B
4529,1343,Science,Quiz,2025-08-20,57,100,57,D
4530,1344,Science,Project,2025-08-20,72,100,72,C
4531,1345,Science,Test,2025-08-20,75,100,75,C
4532,1346,Science,Assignment,2025-08-20,83,100,83,B
4533,1347,Science,Quiz,2025-08-20,71,100,71,C
4534,1348,Science,Assignment,2025-08-20,77,100,77,C
4535,1350,Science,Assignment,2025-08-20,58,100,58,D
4536,1351,Science,Test,2025-08-20,79,100,79,C
4537,1352,Science,Test,2025-08-20,71,100,71,C
4538,1353,Science,Quiz,2025-08-20,78,100,78,C
4539,1354,Science,Quiz,2025-08-20,68,100,68,D
4540,1331,Science,Test,2025-08-12,73,100,73,C
4541,1332,Science,Project,2025-08-12,65,100,65,D
4542,1333,Science,Project,2025-08-12,73,100,73,C
4543,1334,Science,Assignment,2025-08-12,83,100,83,B
4544,1335,Science,Assignment,2025-08-12,70,100,70,C
4545,1336,Science,Assignment,2025-08-12,88,100,88,B
4546,1337,Science,Project,2025-08-12,58,100,58,D
4547,1338,Science,Quiz,2025-08-12,86,100,86,B
4548,1339,Science,Project,2025-08-12,89,100,89,B
4549,1340,Science,Assignment,2025-08-12,63,100,63,D
4550,1341,Science,Project,2025-08-12,86,100,86,B
4551,1342,Science,Project,2025-08-12,79,100,79,C
4552,1343,Science,Project,2025-08-12,67,100,67,D
4553,1344,Science,Project,2025-08-12,68,100,68,D
4554,1345,Science,Project,2025-08-12,80,100,80,B
4555,1346,Science,Project,2025-08-12,75,100,75,C
4556,1347,Science,Project,2025-08-12,83,100,83,B
4557,1348,Science,Test,2025-08-12,72,100,72,C
4558,1349,Science,Test,2025-08-12,83,100,83,B
4559,1350,Science,Quiz,2025-08-12,91,100,91,A
4560,1351,Science,Assignment,2025-08-12,91,100,91,A
4561,1352,Science,Test,2025-08-12,66,100,66,D
4562,1353,Science,Quiz,2025-08-12,65,100,65,D
4563,1354,Science,Assignment,2025-08-12,76,100,76,C
4564,1355,Science,Assignment,2025-08-12,79,100,79,C
4565,1356,Science,Test,2025-08-12,68,100,68,D
4566,1331,English,Quiz,2025-08-14,60,100,60,D
4567,1332,English,Quiz,2025-08-14,80,100,80,B
4568,1333,English,Assignment,2025-08-14,74,100,74,C
4569,1334,English,Assignment,2025-08-14,60,100,60,D
4570,1335,English,Quiz,2025-08-14,92,100,92,A
4571,1336,English,Quiz,2025-08-14,81,100,81,B
4572,1337,English,Quiz,2025-08-14,73,100,73,C
4573,1338,English,Assignment,2025-08-14,86,100,86,B
4574,1339,English,Test,2025-08-14,58,100,58,D
4575,1340,English,Project,2025-08-14,87,100,87,B
4576,1341,English,Quiz,2025-08-14,77,100,77,C
4577,1342,English,Test,2025-08-14,68,100,68,D
4578,1344,English,Test,2025-08-14,80,100,80,B
4579,1345,English,Assignment,2025-08-14,69,100,69,D
4580,1346,English,Test,2025-08-14,58,100,58,D
4581,1347,English,Quiz,2025-08-14,67,100,67,D
4582,1348,English,Quiz,2025-08-14,67,100,67,D
4583,1349,English,Test,2025-08-14,93,100,93,A
4584,1351,English,Quiz,2025-08-14,73,100,73,C
4585,1352,English,Quiz,2025-08-14,74,100,74,C
4586,1353,English,Quiz,2025-08-14,83,100,83,B
4587,1354,English,Quiz,2025-08-14,76,100,76,C
4588,1355,English,Quiz,2025-08-14,84,100,84,B
4589,1356,English,Test,2025-08-14,82,100,82,B
4590,1332,English,Assignment,2025-08-28,70,100,70,C
4591,1333,English,Assignment,2025-08-28,87,100,87,B
4592,1335,English,Test,2025-08-28,75,100,75,C
4593,1336,English,Project,2025-08-28,82,100,82,B
4594,1337,English,Project,2025-08-28,64,100,64,D
4595,1338,English,Assignment,2025-08-28,69,100,69,D
4596,1339,English,Quiz,2025-08-28,69,100,69,D
4597,1340,English,Project,2025-08-28,56,100,56,D
4598,1341,English,Assignment,2025-08-28,83,100,83,B
4599,1342,English,Test,2025-08-28,66,100,66,D
4600,1343,English,Project,2025-08-28,68,100,68,D
4601,1344,English,Quiz,2025-08-28,58,100,58,D
4602,1346,English,Project,2025-08-28,63,100,63,D
4603,1347,English,Quiz,2025-08-28,58,100,58,D
4604,1348,English,Test,2025-08-28,81,100,81,B
4605,1349,English,Quiz,2025-08-28,90,100,90,A
4606,1350,English,Quiz,2025-08-28,75,100,75,C
4607,1351,English,Assignment,2025-08-28,80,100,80,B
4608,1352,English,Assignment,2025-08-28,69,100,69,D
4609,1353,English,Project,2025-08-28,58,100,58,D
4610,1354,English,Assignment,2025-08-28,69,100,69,D
4611,1355,English,Project,2025-08-28,87,100,87,B
4612,1356,English,Project,2025-08-28,73,100,73,C
4613,1331,English,Project,2025-08-28,78,100,78,C
4614,1332,English,Test,2025-08-28,64,100,64,D
4615,1333,English,Project,2025-08-28,93,100,93,A
4616,1334,English,Assignment,2025-08-28,82,100,82,B
4617,1335,English,Project,2025-08-28,89,100,89,B
4618,1336,English,Quiz,2025-08-28,58,100,58,D
4619,1337,English,Quiz,2025-08-28,78,100,78,C
4620,1338,English,Quiz,2025-08-28,79,100,79,C
4621,1339,English,Quiz,2025-08-28,74,100,74,C
4622,1340,English,Project,2025-08-28,78,100,78,C
4623,1341,English,Assignment,2025-08-28,78,100,78,C
4624,1342,English,Project,2025-08-28,58,100,58,D
4625,1343,English,Project,2025-08-28,79,100,79,C
4626,1344,English,Assignment,2025-08-28,75,100,75,C
4627,1345,English,Assignment,2025-08-28,83,100,83,B
4628,1346,English,Quiz,2025-08-28,84,100,84,B
4629,1347,English,Quiz,2025-08-28,76,100,76,C
4630,1348,English,Project,2025-08-28,64,100,64,D
4631,1349,English,Project,2025-08-28,59,100,59,D
4632,1350,English,Project,2025-08-28,62,100,62,D
4633,1351,English,Test,2025-08-28,84,100,84,B
4634,1352,English,Test,2025-08-28,71,100,71,C
4635,1353,English,Quiz,2025-08-28,64,100,64,D
4636,1354,English,Quiz,2025-08-28,66,100,66,D
4637,1355,English,Project,2025-08-28,72,100,72,C
4638,1356,English,Test,2025-08-28,60,100,60,D
4639,1332,Social Studies,Project,2025-08-08,88,100,88,B
4640,1333,Social Studies,Assignment,2025-08-08,91,100,91,A
4641,1334,Social Studies,Test,2025-08-08,64,100,64,D
4642,1336,Social Studies,Assignment,2025-08-08,60,100,60,D
4643,1337,Social Studies,Quiz,2025-08-08,84,100,84,B
4644,1338,Social Studies,Quiz,2025-08-08,80,100,80,B
4645,1339,Social Studies,Project,2025-08-08,83,100,83,B
4646,1340,Social Studies,Project,2025-08-08,87,100,87,B
4647,1341,Social Studies,Test,2025-08-08,82,100,82,B
4648,1342,Social Studies,Test,2025-08-08,77,100,77,C
4649,1343,Social Studies,Project,2025-08-08,76,100,76,C
4650,1344,Social Studies,Quiz,2025-08-08,72,100,72,C
4651,1346,Social Studies,Project,2025-08-08,61,100,61,D
4652,1347,Social Studies,Test,2025-08-08,89,100,89,B
4653,1348,Social Studies,Quiz,2025-08-08,74,100,74,C
4654,1350,Social Studies,Assignment,2025-08-08,91,100,91,A
4655,1351,Social Studies,Project,2025-08-08,84,100,84,B
4656,1352,Social Studies,Project,2025-08-08,73,100,73,C
4657,1353,Social Studies,Quiz,2025-08-08,78,100,78,C
4658,1354,Social Studies,Test,2025-08-08,78,100,78,C
4659,1355,Social Studies,Project,2025-08-08,89,100,89,B
4660,1356,Social Studies,Quiz,2025-08-08,62,100,62,D
4661,1333,Social Studies,Assignment,2025-08-25,59,100,59,D
4662,1334,Social Studies,Project,2025-08-25,78,100,78,C
4663,1335,Social Studies,Quiz,2025-08-25,80,100,80,B
4664,1336,Social Studies,Assignment,2025-08-25,69,100,69,D
4665,1337,Social Studies,Quiz,2025-08-25,83,100,83,B
4666,1338,Social Studies,Assignment,2025-08-25,72,100,72,C
4667,1339,Social Studies,Quiz,2025-08-25,86,100,86,B
4668,1340,Social Studies,Assignment,2025-08-25,77,100,77,C
4669,1341,Social Studies,Quiz,2025-08-25,79,100,79,C
4670,1342,Social Studies,Test,2025-08-25,89,100,89,B
4671,1343,Social Studies,Test,2025-08-25,58,100,58,D
4672,1344,Social Studies,Project,2025-08-25,78,100,78,C
4673,1345,Social Studies,Quiz,2025-08-25,59,100,59,D
4674,1347,Social Studies,Quiz,2025-08-25,79,100,79,C
4675,1348,Social Studies,Assignment,2025-08-25,71,100,71,C
4676,1349,Social Studies,Test,2025-08-25,82,100,82,B
4677,1350,Social Studies,Quiz,2025-08-25,66,100,66,D
4678,1351,Social Studies,Project,2025-08-25,75,100,75,C
4679,1352,Social Studies,Quiz,2025-08-25,86,100,86,B
4680,1353,Social Studies,Assignment,2025-08-25,73,100,73,C
4681,1354,Social Studies,Test,2025-08-25,77,100,77,C
4682,1356,Social Studies,Quiz,2025-08-25,71,100,71,C
4683,1331,Social Studies,Test,2025-08-16,83,100,83,B
4684,1332,Social Studies,Assignment,2025-08-16,62,100,62,D
4685,1333,Social Studies,Project,2025-08-16,62,100,62,D
4686,1334,Social Studies,Assignment,2025-08-16,87,100,87,B
4687,1336,Social Studies,Project,2025-08-16,60,100,60,D
4688,1337,Social Studies,Test,2025-08-16,72,100,72,C
4689,1338,Social Studies,Test,2025-08-16,67,100,67,D
4690,1339,Social Studies,Quiz,2025-08-16,68,100,68,D
4691,1340,Social Studies,Quiz,2025-08-16,60,100,60,D
4692,1341,Social Studies,Quiz,2025-08-16,66,100,66,D
4693,1342,Social Studies,Assignment,2025-08-16,87,100,87,B
4694,1343,Social Studies,Quiz,2025-08-16,91,100,91,A
4695,1344,Social Studies,Assignment,2025-08-16,82,100,82,B
4696,1345,Social Studies,Quiz,2025-08-16,89,100,89,B
4697,1346,Social Studies,Assignment,2025-08-16,82,100,82,B
4698,1348,Social Studies,Assignment,2025-08-16,85,100,85,B
